sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
Payment of Rs.23503.00 successful to GROWW ACCOUNT via UPI Ref 755016821390,NaN,755016821390,23503.00,Debit,NaN,GROWW ACCOUNT VIA UPI,Recharge,NaN
Dear UPI user A/C X1541 debited by 15682.00 on date 10Mar26 trf to Rahul Sharma Refno 771292816114 If not u? call-1800111109 - SBI,X1541,771292816114,15682.00,Debit,10Mar26,RAHUL SHARMA,Personal Transfer,SBI
Dear UPI user A/C X5066 debited by 44171.00 on date 06Jan26 trf to PM CARES FUND Refno 427571443941 If not u? call-1800111109 - SBI,X5066,427571443941,44171.00,Debit,06Jan26,PM CARES FUND,Donation,SBI
Your A/c XX3793 is debited by Rs.42856.00 on 13Jan26 towards HP PETROL PUMP - ICICI Bank,XX3793,NaN,42856.00,Debit,13Jan26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3370-credited by Rs.29627.56 on 23Oct26 transfer from PHYSICS WALLAH Ref No 836490554369 -SBI",X3370,836490554369,29627.56,Credit,23Oct26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X3797-credited by Rs.45256.21 on 03Aug26 transfer from PHONEPE PRIVATE LIMITED Ref No 235049919690 -HDFC",X3797,235049919690,45256.21,Credit,03Aug26,NaN,Miscellaneous,HDFC
Dear UPI user A/C X8651 debited by 7797.00 on date 05Feb26 trf to SWIGGY LIMITED Refno 956748290699 If not u? call-1800111109 - SBI,X8651,956748290699,7797.00,Debit,05Feb26,SWIGGY LIMITED,Food,SBI
"Dear SBI User, your A/c X3961-credited by Rs.17211.66 on 26Jul26 transfer from BLINKIT GROCERIES Ref No 811351220457 -ICICI",X3961,811351220457,17211.66,Credit,26Jul26,NaN,Miscellaneous,SBI
INR 18950.00 spent using UPI at MAMAEARTH INDIA Ref No 551579009571 on 10Jun26. Avl Bal XXXX,NaN,551579009571,18950.00,Debit,10Jun26,MAMAEARTH INDIA,Beauty,NaN
Payment of Rs.9787.00 successful to UPSTOX via UPI Ref 334739397856,NaN,334739397856,9787.00,Debit,NaN,UPSTOX VIA UPI,Recharge,NaN
Your A/c XX7646 is debited by Rs.7054.00 on 12Apr26 towards Rahul Sharma - ICICI Bank,XX7646,NaN,7054.00,Debit,12Apr26,NaN,Miscellaneous,ICICI
Your A/c XX7702 is debited by Rs.19977.00 on 16Jun26 towards SWIGGY LIMITED - ICICI Bank,XX7702,NaN,19977.00,Debit,16Jun26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3221-credited by Rs.25110.86 on 02Apr26 transfer from SWIGGY LIMITED Ref No 721849156009 -AXIS",X3221,721849156009,25110.86,Credit,02Apr26,NaN,Miscellaneous,AXIS
Payment of Rs.35516.00 successful to AIRTEL PREPAID via UPI Ref 444643367538,NaN,444643367538,35516.00,Debit,NaN,AIRTEL PREPAID VIA UPI,Recharge,NaN
"Dear PNB User, your A/c X2326-credited by Rs.30748.93 on 10Apr26 transfer from BYJUS LEARNING Ref No 304643030686 -PNB",X2326,304643030686,30748.93,Credit,10Apr26,NaN,Miscellaneous,PNB
A/c XX6512 debited by Rs.14020.00 for PHYSICS WALLAH on 20Mar26 UTR 329588127946,XX6512,329588127946,14020.00,Debit,20Mar26,PHYSICS WALLAH,Education,NaN
"Dear PNB User, your A/c X2486-credited by Rs.1126.62 on 08Jun26 transfer from PHYSICS WALLAH Ref No 625436690688 -PNB",X2486,625436690688,1126.62,Credit,08Jun26,NaN,Miscellaneous,PNB
Rs.1526.00 debited from A/c XX9675 on 23May26 towards DMART READY UPI Ref 562472940096. HDFC Bank,XX9675,562472940096,1526.00,Debit,23May26,DMART READY,Groceries,HDFC
"Dear PNB User, your A/c X6533-credited by Rs.7659.83 on 08Jul26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 853817955906 -HDFC",X6533,853817955906,7659.83,Credit,08Jul26,NaN,Miscellaneous,HDFC
Transaction successful. Rs.18852.00 transferred to AKSHAYA PATRA Ref No 323880785274,NaN,323880785274,18852.00,Debit,NaN,AKSHAYA PATRA,Donation,NaN
Rs.1554.00 debited from A/c XX9879 on 21Jun26 towards RELIANCE DIGITAL UPI Ref 250246276807. HDFC Bank,XX9879,250246276807,1554.00,Debit,21Jun26,RELIANCE DIGITAL,Electronics,HDFC
Dear UPI user A/C X9377 debited by 40949.00 on date 02May26 trf to SHELL INDIA Refno 993914642946 If not u? call-1800111109 - SBI,X9377,993914642946,40949.00,Debit,02May26,SHELL INDIA,Fuel,SBI
"Dear KOTAK User, your A/c X5955-credited by Rs.13500.71 on 02Jan26 transfer from ANGEL ONE LIMITED Ref No 257084819057 -SBI",X5955,257084819057,13500.71,Credit,02Jan26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X8089-credited by Rs.20555.18 on 12Nov26 transfer from UPSTOX SECURITIES Ref No 134235118916 -SBI",X8089,134235118916,20555.18,Credit,12Nov26,NaN,Miscellaneous,SBI
Dear UPI user A/C X1810 debited by 24973.00 on date 04May26 trf to INSTAMART Refno 115865092532 If not u? call-1800111109 - SBI,X1810,115865092532,24973.00,Debit,04May26,INSTAMART,Groceries,SBI
"Dear AXIS User, your A/c X7424-credited by Rs.20850.69 on 12Aug26 transfer from AMAZON PAY INDIA Ref No 674116383262 -HDFC",X7424,674116383262,20850.69,Credit,12Aug26,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X4504-credited by Rs.15881.15 on 03Oct26 transfer from PHYSICS WALLAH Ref No 153038773054 -AXIS",X4504,153038773054,15881.15,Credit,03Oct26,NaN,Miscellaneous,AXIS
"Dear AXIS User, your A/c X3567-credited by Rs.28073.63 on 05Jun26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 618858533910 -AXIS",X3567,618858533910,28073.63,Credit,05Jun26,NaN,Miscellaneous,AXIS
Your A/c XX1842 is debited by Rs.19783.00 on 22Feb26 towards ZERODHA FUNDING - ICICI Bank,XX1842,NaN,19783.00,Debit,22Feb26,NaN,Miscellaneous,ICICI
INR 47040.00 spent using UPI at BIGBASKET Ref No 897513419676 on 16Jun26. Avl Bal XXXX,NaN,897513419676,47040.00,Debit,16Jun26,BIGBASKET,Groceries,NaN
INR 6265.00 spent using UPI at GOLD GYM Ref No 220119935422 on 12Mar26. Avl Bal XXXX,NaN,220119935422,6265.00,Debit,12Mar26,GOLD GYM,Fitness,NaN
Dear UPI user A/C X6226 debited by 36177.00 on date 26Apr26 trf to ZEPTO MARKETPLAC Refno 637435619956 If not u? call-1800111109 - SBI,X6226,637435619956,36177.00,Debit,26Apr26,ZEPTO MARKETPLAC,Groceries,SBI
"Dear KOTAK User, your A/c X3614-credited by Rs.24334.69 on 02Apr26 transfer from BYJUS LEARNING Ref No 563137440881 -AXIS",X3614,563137440881,24334.69,Credit,02Apr26,NaN,Miscellaneous,AXIS
Payment of Rs.35921.00 successful to COURSERA LEARNING via UPI Ref 803103636092,NaN,803103636092,35921.00,Debit,NaN,COURSERA LEARNING VIA UPI,Recharge,NaN
"Dear ICICI User, your A/c X3981-credited by Rs.5033.79 on 13Feb26 transfer from BLINKIT GROCERIES Ref No 840744349098 -AXIS",X3981,840744349098,5033.79,Credit,13Feb26,NaN,Miscellaneous,ICICI
Rs.20192.00 debited from A/c XX8766 on 30Jun26 towards COURSERA LEARNING UPI Ref 862563549145. HDFC Bank,XX8766,862563549145,20192.00,Debit,30Jun26,COURSERA LEARNING,Education,HDFC
"Dear HDFC User, your A/c X1744-credited by Rs.25373.87 on 21Apr26 transfer from AMAZON PAY INDIA Ref No 102147274821 -HDFC",X1744,102147274821,25373.87,Credit,21Apr26,NaN,Miscellaneous,HDFC
Payment of Rs.27698.00 successful to DISNEY HOTSTAR via UPI Ref 138294318613,NaN,138294318613,27698.00,Debit,NaN,DISNEY HOTSTAR VIA UPI,Recharge,NaN
Rs.24999.00 debited from A/c XX7436 on 23Apr26 towards CULT FIT UPI Ref 322765420437. HDFC Bank,XX7436,322765420437,24999.00,Debit,23Apr26,CULT FIT,Fitness,HDFC
"Dear AXIS User, your A/c X3583-credited by Rs.9031.13 on 17Jun26 transfer from UPSTOX SECURITIES Ref No 199813711686 -ICICI",X3583,199813711686,9031.13,Credit,17Jun26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3578-credited by Rs.11148.4 on 05Feb26 transfer from ZERODHA BROKING LTD Ref No 620905112304 -SBI",X3578,620905112304,11148.4,Credit,05Feb26,NaN,Miscellaneous,SBI
Dear UPI user A/C X2286 debited by 19821.00 on date 28Feb26 trf to ZOMATO Refno 320808753413 If not u? call-1800111109 - SBI,X2286,320808753413,19821.00,Debit,28Feb26,ZOMATO,Food,SBI
Dear UPI user A/C X3711 debited by 32129.00 on date 19Feb26 trf to CULT FIT Refno 768534187620 If not u? call-1800111109 - SBI,X3711,768534187620,32129.00,Debit,19Feb26,CULT FIT,Fitness,SBI
"Dear KOTAK User, your A/c X4649-credited by Rs.8227.33 on 08Sep26 transfer from SWIGGY LIMITED Ref No 966519806465 -SBI",X4649,966519806465,8227.33,Credit,08Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X2000-credited by Rs.40808.38 on 09Jun26 transfer from BLINKIT GROCERIES Ref No 587005981970 -KOTAK",X2000,587005981970,40808.38,Credit,09Jun26,NaN,Miscellaneous,HDFC
A/c XX3956 debited by Rs.5291.00 for MYNTRA DESIGNS on 20Jun26 UTR 683429233284,XX3956,683429233284,5291.00,Debit,20Jun26,MYNTRA DESIGNS,Shopping,NaN
Rs.16128.00 debited from A/c XX2570 on 14Jun26 towards MYNTRA DESIGNS UPI Ref 277286489764. HDFC Bank,XX2570,277286489764,16128.00,Debit,14Jun26,MYNTRA DESIGNS,Shopping,HDFC
"Dear AXIS User, your A/c X4016-credited by Rs.30090.88 on 20Oct26 transfer from PHYSICS WALLAH Ref No 131146375003 -PNB",X4016,131146375003,30090.88,Credit,20Oct26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X5433-credited by Rs.11909.56 on 24Oct26 transfer from NETFLIX INDIA Ref No 719406201887 -KOTAK",X5433,719406201887,11909.56,Credit,24Oct26,NaN,Miscellaneous,PNB
Your A/c XX7870 is debited by Rs.25758.00 on 18Feb26 towards Priya Singh - ICICI Bank,XX7870,NaN,25758.00,Debit,18Feb26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X7814-credited by Rs.42189.22 on 21Jul26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 891102891791 -KOTAK",X7814,891102891791,42189.22,Credit,21Jul26,NaN,Miscellaneous,PNB
"Dear AXIS User, your A/c X8413-credited by Rs.38709.35 on 05Oct26 transfer from PHONEPE PRIVATE LIMITED Ref No 230836654878 -KOTAK",X8413,230836654878,38709.35,Credit,05Oct26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X7996-credited by Rs.27967.19 on 17Nov26 transfer from UPSTOX SECURITIES Ref No 196491458907 -ICICI",X7996,196491458907,27967.19,Credit,17Nov26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X1595-credited by Rs.26142.81 on 18Jul26 transfer from NETFLIX INDIA Ref No 166173007599 -ICICI",X1595,166173007599,26142.81,Credit,18Jul26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X5432 debited by 5223.00 on date 26Apr26 trf to Priya Singh Refno 389872928766 If not u? call-1800111109 - SBI,X5432,389872928766,5223.00,Debit,26Apr26,PRIYA SINGH,Personal Transfer,SBI
"Dear HDFC User, your A/c X9086-credited by Rs.15841.11 on 04May26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 537353796608 -ICICI",X9086,537353796608,15841.11,Credit,04May26,NaN,Miscellaneous,HDFC
Dear UPI user A/C X9227 debited by 37306.00 on date 31May26 trf to CROMA Refno 576651920099 If not u? call-1800111109 - SBI,X9227,576651920099,37306.00,Debit,31May26,CROMA,Electronics,SBI
"Dear HDFC User, your A/c X1638-credited by Rs.35701.1 on 17Jun26 transfer from PHYSICS WALLAH Ref No 896646864930 -PNB",X1638,896646864930,35701.1,Credit,17Jun26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X1060-credited by Rs.9396.69 on 27Nov26 transfer from BIGBASKET ONLINE Ref No 569346443006 -SBI",X1060,569346443006,9396.69,Credit,27Nov26,NaN,Miscellaneous,SBI
INR 18830.00 spent using UPI at FLIPKART INTERNET Ref No 667643048965 on 13Feb26. Avl Bal XXXX,NaN,667643048965,18830.00,Debit,13Feb26,FLIPKART INTERNET,Shopping,NaN
"Dear KOTAK User, your A/c X6675-credited by Rs.28730.53 on 15Aug26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 789425769355 -SBI",X6675,789425769355,28730.53,Credit,15Aug26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X3803-credited by Rs.25500.43 on 20Nov26 transfer from BLINKIT GROCERIES Ref No 475103322510 -KOTAK",X3803,475103322510,25500.43,Credit,20Nov26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X9666-credited by Rs.45628.97 on 05May26 transfer from PHONEPE PRIVATE LIMITED Ref No 570407482638 -KOTAK",X9666,570407482638,45628.97,Credit,05May26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X2081-credited by Rs.46339.82 on 21Jul26 transfer from PHONEPE PRIVATE LIMITED Ref No 306811776525 -ICICI",X2081,306811776525,46339.82,Credit,21Jul26,NaN,Miscellaneous,HDFC
A/c XX6447 debited by Rs.41490.00 for GOLD GYM on 17Jun26 UTR 199558597417,XX6447,199558597417,41490.00,Debit,17Jun26,GOLD GYM,Fitness,NaN
"Dear ICICI User, your A/c X9835-credited by Rs.36508.74 on 03Jun26 transfer from BIGBASKET ONLINE Ref No 835862152441 -HDFC",X9835,835862152441,36508.74,Credit,03Jun26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X6816-credited by Rs.38669.04 on 04Mar26 transfer from NETFLIX INDIA Ref No 449944361505 -ICICI",X6816,449944361505,38669.04,Credit,04Mar26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X2950-credited by Rs.5127.31 on 23Nov26 transfer from SWIGGY LIMITED Ref No 612641104338 -PNB",X2950,612641104338,5127.31,Credit,23Nov26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.33086.00 debited from A/c XX7856 towards UPSTOX Ref 732435756838,XX7856,732435756838,33086.00,Debit,NaN,NaN,Miscellaneous,NaN
Rs.14655.00 debited from A/c XX2247 on 30May26 towards DISNEY HOTSTAR UPI Ref 183288508611. HDFC Bank,XX2247,183288508611,14655.00,Debit,30May26,DISNEY HOTSTAR,Entertainment,HDFC
"Dear SBI User, your A/c X4951-credited by Rs.24231.36 on 22Dec26 transfer from SPOTIFY INDIA Ref No 314887357966 -PNB",X4951,314887357966,24231.36,Credit,22Dec26,NaN,Miscellaneous,SBI
INR 40331.00 spent using UPI at PM CARES FUND Ref No 345065189753 on 14Jun26. Avl Bal XXXX,NaN,345065189753,40331.00,Debit,14Jun26,PM CARES FUND,Donation,NaN
Your A/c XX8899 is debited by Rs.30251.00 on 24Apr26 towards AKSHAYA PATRA - ICICI Bank,XX8899,NaN,30251.00,Debit,24Apr26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.16163.00 debited from A/c XX2209 towards AMAZON PAY Ref 289936622038,XX2209,289936622038,16163.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X5121-credited by Rs.17891.88 on 14Feb26 transfer from PAYTM PAYMENTS BANK Ref No 626143319043 -PNB",X5121,626143319043,17891.88,Credit,14Feb26,NaN,Miscellaneous,HDFC
Your A/c XX2976 is debited by Rs.18467.00 on 13Jan26 towards AKSHAYA PATRA - ICICI Bank,XX2976,NaN,18467.00,Debit,13Jan26,NaN,Miscellaneous,ICICI
Rs.678.00 debited from A/c XX9607 on 04Feb26 towards LIC PREMIUM UPI Ref 339972628470. HDFC Bank,XX9607,339972628470,678.00,Debit,04Feb26,LIC PREMIUM,Insurance,HDFC
"Dear PNB User, your A/c X2072-credited by Rs.33341.27 on 08Dec26 transfer from SPOTIFY INDIA Ref No 114324746090 -ICICI",X2072,114324746090,33341.27,Credit,08Dec26,NaN,Miscellaneous,ICICI
Rs.25851.00 debited from A/c XX9703 on 17Apr26 towards HDFC LIFE INSURANCE UPI Ref 720869579409. HDFC Bank,XX9703,720869579409,25851.00,Debit,17Apr26,HDFC LIFE INSURANCE,Insurance,HDFC
"Dear AXIS User, your A/c X1088-credited by Rs.49800.05 on 11Sep26 transfer from PHONEPE PRIVATE LIMITED Ref No 339492340855 -AXIS",X1088,339492340855,49800.05,Credit,11Sep26,NaN,Miscellaneous,AXIS
"Dear AXIS User, your A/c X8169-credited by Rs.43227.03 on 25Oct26 transfer from UNACADEMY Ref No 172906158724 -HDFC",X8169,172906158724,43227.03,Credit,25Oct26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X6584-credited by Rs.48862.08 on 14Jan26 transfer from PHYSICS WALLAH Ref No 195895499486 -AXIS",X6584,195895499486,48862.08,Credit,14Jan26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X3433-credited by Rs.8669.45 on 18Sep26 transfer from BIGBASKET ONLINE Ref No 433015571119 -HDFC",X3433,433015571119,8669.45,Credit,18Sep26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X8838-credited by Rs.26424.59 on 06Aug26 transfer from UPSTOX SECURITIES Ref No 455807988106 -SBI",X8838,455807988106,26424.59,Credit,06Aug26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X3608-credited by Rs.6961.66 on 23Jun26 transfer from ZOMATO LIMITED Ref No 725751330227 -KOTAK",X3608,725751330227,6961.66,Credit,23Jun26,LIMITED,Miscellaneous,PNB
Transaction successful. Rs.42828.00 transferred to GOLD GYM Ref No 197618682455,NaN,197618682455,42828.00,Debit,NaN,GOLD GYM,Fitness,NaN
Transaction successful. Rs.14936.00 transferred to NETFLIX INDIA Ref No 702517786472,NaN,702517786472,14936.00,Debit,NaN,NETFLIX INDIA,Entertainment,NaN
Payment of Rs.30438.00 successful to AIRTEL PREPAID via UPI Ref 572303667827,NaN,572303667827,30438.00,Debit,NaN,AIRTEL PREPAID VIA UPI,Recharge,NaN
Dear UPI user A/C X4841 debited by 44983.00 on date 02Jun26 trf to HDFC LIFE INSURANCE Refno 304296031754 If not u? call-1800111109 - SBI,X4841,304296031754,44983.00,Debit,02Jun26,HDFC LIFE INSURANCE,Insurance,SBI
Transaction successful. Rs.27147.00 transferred to RAPIDO RIDE Ref No 865672623053,NaN,865672623053,27147.00,Debit,NaN,RAPIDO RIDE,Travel,NaN
Payment of Rs.33156.00 successful to HP PETROL PUMP via UPI Ref 633992693066,NaN,633992693066,33156.00,Debit,NaN,HP PETROL PUMP VIA UPI,Recharge,NaN
A/c XX2745 debited by Rs.44682.00 for ZEPTO MARKETPLAC on 16Jan26 UTR 848004185196,XX2745,848004185196,44682.00,Debit,16Jan26,ZEPTO MARKETPLAC,Groceries,NaN
Rs.4131.00 debited from A/c XX9964 on 09May26 towards LIC PREMIUM UPI Ref 259663096773. HDFC Bank,XX9964,259663096773,4131.00,Debit,09May26,LIC PREMIUM,Insurance,HDFC
"Dear KOTAK User, your A/c X5987-credited by Rs.27350.91 on 22Mar26 transfer from UPSTOX SECURITIES Ref No 564313112036 -PNB",X5987,564313112036,27350.91,Credit,22Mar26,NaN,Miscellaneous,PNB
"Dear ICICI User, your A/c X6850-credited by Rs.38477.48 on 08Feb26 transfer from PHYSICS WALLAH Ref No 649134758480 -ICICI",X6850,649134758480,38477.48,Credit,08Feb26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.18880.00 debited from A/c XX9779 towards Rahul Sharma Ref 989001904565,XX9779,989001904565,18880.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X3982-credited by Rs.34549.41 on 02May26 transfer from NETFLIX INDIA Ref No 657401810416 -AXIS",X3982,657401810416,34549.41,Credit,02May26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X8365-credited by Rs.20002.12 on 21Nov26 transfer from UPSTOX SECURITIES Ref No 242306469474 -PNB",X8365,242306469474,20002.12,Credit,21Nov26,NaN,Miscellaneous,PNB
"Dear SBI User, your A/c X3598-credited by Rs.9499.29 on 02Oct26 transfer from BYJUS LEARNING Ref No 775473022326 -AXIS",X3598,775473022326,9499.29,Credit,02Oct26,NaN,Miscellaneous,SBI
Transaction successful. Rs.31940.00 transferred to INDIAN OIL Ref No 573753634769,NaN,573753634769,31940.00,Debit,NaN,INDIAN OIL,Fuel,NaN
Your A/c XX4371 is debited by Rs.34720.00 on 04Mar26 towards PM CARES FUND - ICICI Bank,XX4371,NaN,34720.00,Debit,04Mar26,NaN,Miscellaneous,ICICI
INR 8575.00 spent using UPI at HP PETROL PUMP Ref No 833096013626 on 16Mar26. Avl Bal XXXX,NaN,833096013626,8575.00,Debit,16Mar26,HP PETROL PUMP,Fuel,NaN
"Dear HDFC User, your A/c X6668-credited by Rs.34347.09 on 25Jan26 transfer from PHYSICS WALLAH Ref No 111951579485 -HDFC",X6668,111951579485,34347.09,Credit,25Jan26,NaN,Miscellaneous,HDFC
Rs.34279.00 debited from A/c XX3887 on 28Jun26 towards CULT FIT UPI Ref 735646214959. HDFC Bank,XX3887,735646214959,34279.00,Debit,28Jun26,CULT FIT,Fitness,HDFC
Rs.28303.00 debited from A/c XX7584 on 03May26 towards HDFC LIFE INSURANCE UPI Ref 486032092932. HDFC Bank,XX7584,486032092932,28303.00,Debit,03May26,HDFC LIFE INSURANCE,Insurance,HDFC
A/c XX4061 debited by Rs.23964.00 for Amit Kumar on 17Feb26 UTR 976967334050,XX4061,976967334050,23964.00,Debit,17Feb26,AMIT KUMAR,Personal Transfer,NaN
"Dear ICICI User, your A/c X5526-credited by Rs.5141.79 on 09Sep26 transfer from CRED PAYMENTS Ref No 988959691293 -KOTAK",X5526,988959691293,5141.79,Credit,09Sep26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.37681.00 transferred to OLA CABS Ref No 716237874972,NaN,716237874972,37681.00,Debit,NaN,OLA CABS,Travel,NaN
"Dear SBI User, your A/c X5412-credited by Rs.10507.44 on 02Jul26 transfer from PAYTM PAYMENTS BANK Ref No 401662368732 -SBI",X5412,401662368732,10507.44,Credit,02Jul26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X7770-credited by Rs.48872.05 on 11Jul26 transfer from FLIPKART INTERNET PVT LTD Ref No 848472648274 -AXIS",X7770,848472648274,48872.05,Credit,11Jul26,NaN,Miscellaneous,SBI
"Dear ICICI User, your A/c X6222-credited by Rs.27426.25 on 17Mar26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 480738329079 -SBI",X6222,480738329079,27426.25,Credit,17Mar26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X9497-credited by Rs.22417.49 on 12Apr26 transfer from UPSTOX SECURITIES Ref No 457897609476 -SBI",X9497,457897609476,22417.49,Credit,12Apr26,NaN,Miscellaneous,SBI
Your A/c XX5952 is debited by Rs.41602.00 on 02Mar26 towards LAKME SALON - ICICI Bank,XX5952,NaN,41602.00,Debit,02Mar26,NaN,Miscellaneous,ICICI
A/c XX9544 debited by Rs.37540.00 for DMART READY on 12Feb26 UTR 825214670122,XX9544,825214670122,37540.00,Debit,12Feb26,DMART READY,Groceries,NaN
"Dear PNB User, your A/c X8633-credited by Rs.15375.85 on 16Oct26 transfer from FLIPKART INTERNET PVT LTD Ref No 715479970271 -PNB",X8633,715479970271,15375.85,Credit,16Oct26,NaN,Miscellaneous,PNB
A/c XX5531 debited by Rs.42282.00 for HDFC LIFE INSURANCE on 20Jan26 UTR 668112054315,XX5531,668112054315,42282.00,Debit,20Jan26,HDFC LIFE INSURANCE,Insurance,HDFC
Payment of Rs.24411.00 successful to ISKCON via UPI Ref 978224311781,NaN,978224311781,24411.00,Debit,NaN,ISKCON VIA UPI,Recharge,NaN
INR 21299.00 spent using UPI at Amit Kumar Ref No 635971881901 on 30Jan26. Avl Bal XXXX,NaN,635971881901,21299.00,Debit,30Jan26,AMIT KUMAR,Personal Transfer,NaN
INR 24946.00 spent using UPI at Amit Kumar Ref No 455451617185 on 04Feb26. Avl Bal XXXX,NaN,455451617185,24946.00,Debit,04Feb26,AMIT KUMAR,Personal Transfer,NaN
"Dear SBI User, your A/c X7879-credited by Rs.39808.4 on 22Jun26 transfer from ZERODHA BROKING LTD Ref No 288015158510 -AXIS",X7879,288015158510,39808.4,Credit,22Jun26,NaN,Miscellaneous,SBI
Payment of Rs.48275.00 successful to RELIANCE JIO INFOCOMM via UPI Ref 419071268125,NaN,419071268125,48275.00,Debit,NaN,RELIANCE JIO INFOCOMM VIA UPI,Recharge,NaN
"Dear HDFC User, your A/c X3537-credited by Rs.5383.0 on 17Aug26 transfer from SWIGGY LIMITED Ref No 156984259042 -ICICI",X3537,156984259042,5383.0,Credit,17Aug26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X2855-credited by Rs.6383.88 on 27Feb26 transfer from FLIPKART INTERNET PVT LTD Ref No 655148015772 -AXIS",X2855,655148015772,6383.88,Credit,27Feb26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X8274-credited by Rs.41369.57 on 02Sep26 transfer from CRED PAYMENTS Ref No 345379816912 -SBI",X8274,345379816912,41369.57,Credit,02Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X4244-credited by Rs.45205.31 on 21Jan26 transfer from SWIGGY LIMITED Ref No 447170596898 -AXIS",X4244,447170596898,45205.31,Credit,21Jan26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X4475-credited by Rs.16082.4 on 01Jan26 transfer from ANGEL ONE LIMITED Ref No 868318999939 -AXIS",X4475,868318999939,16082.4,Credit,01Jan26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X6372-credited by Rs.47299.64 on 23Jun26 transfer from ZERODHA BROKING LTD Ref No 543145672267 -SBI",X6372,543145672267,47299.64,Credit,23Jun26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X9312-credited by Rs.17818.83 on 16Oct26 transfer from FLIPKART INTERNET PVT LTD Ref No 121600989616 -HDFC",X9312,121600989616,17818.83,Credit,16Oct26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X4752-credited by Rs.32297.82 on 05Aug26 transfer from NETFLIX INDIA Ref No 516259559004 -KOTAK",X4752,516259559004,32297.82,Credit,05Aug26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3998-credited by Rs.9829.74 on 18Dec26 transfer from ZOMATO LIMITED Ref No 647036668320 -AXIS",X3998,647036668320,9829.74,Credit,18Dec26,LIMITED,Miscellaneous,AXIS
Payment of Rs.2033.00 successful to LANDLORD via UPI Ref 620471284854,NaN,620471284854,2033.00,Debit,NaN,LANDLORD VIA UPI,Recharge,NaN
INR 10084.00 spent using UPI at SHELL INDIA Ref No 555497669031 on 13Apr26. Avl Bal XXXX,NaN,555497669031,10084.00,Debit,13Apr26,SHELL INDIA,Fuel,NaN
"Dear HDFC User, your A/c X2778-credited by Rs.17848.82 on 21Oct26 transfer from SWIGGY LIMITED Ref No 572040886554 -KOTAK",X2778,572040886554,17848.82,Credit,21Oct26,NaN,Miscellaneous,HDFC
Rs.27232.00 debited from A/c XX4949 on 22Apr26 towards GROWW ACCOUNT UPI Ref 414918162844. HDFC Bank,XX4949,414918162844,27232.00,Debit,22Apr26,GROWW ACCOUNT,Finance,HDFC
